name,heat,carbohydrate,fat,protein
柚子,42,9.50,0.2,0.80
韭菜,25,4.50,0.4,2.40
胡萝卜(老),39,8.80,0.2,1.00
大葱,28,5.80,0.3,1.60
桔子,51,11.90,0.2,0.70
上海青,18,3.20,0.2,1.70
丛山 鲜味菌(苦涩味),367,14.60,26.1,5.50
圣女果,25,5.80,0.2,1.00
酱乳黄瓜,36,7.40,0.3,1.70
青萝卜,29,6.90,0.2,1.20
番茄,15,3.30,0.2,0.90
甜瓜,26,6.20,0.1,0.40
红枣(鲜),125,30.50,0.3,1.10
蒜苗,40,8.00,0.4,2.10
黄瓜,16,2.90,0.2,0.80
亨氏 甜嫩豌豆泥,47,9.00,0.0,2.80
空心菜,19,4.00,0.2,2.20
覆盆子,52,11.94,0.65,1.20
亨氏 香甜南瓜泥,20,5.00,0.0,1.00
南瓜,23,5.30,0.1,0.70
红枣,276,67.80,0.5,3.20
蒜苔,66,15.40,0.1,2.00
亨氏 牛蒡胡萝卜甘薯泥,35,6.64,0.09,1.09
李子,38,8.70,0.2,0.70
荸荠,61,14.20,0.2,1.20
茭白,26,5.90,0.2,1.20
香菜,33,6.20,0.4,1.80
白萝卜,16,4.00,0.1,0.70
芒果,35,8.30,0.2,0.60
葡萄,45,10.30,0.3,0.40
菜心,28,4.00,0.5,2.80
卷心菜(包菜，圆白菜),24,4.60,0.2,1.50
茄子,23,4.90,0.2,1.10
菠菜,28,4.50,0.3,2.60
生菜,16,2.10,0.4,1.40
结球甘蓝(紫),25,6.20,0.2,1.20
亨氏 混合蔬菜泥,29,6.00,0.0,1.30
竹笋(鲜),23,3.60,0.2,2.60
韭黄,24,3.90,0.2,2.30
草莓,32,7.10,0.2,1.00
桃子,42,10.10,0.1,0.60
薤白,124,27.10,0.4,3.40
Easy Fun 低脂魔芋爽(山椒味),49,8.20,0.0,0.00
小葱,27,4.90,0.4,1.60
洋葱(紫皮，脱水),339,80.60,0.4,6.90
莴笋叶,15,2.90,0.2,1.00
Easy Fun 土耳其杏干,268,62.60,0.0,3.40
火龙果,55,13.30,0.2,1.10
木瓜,30,7.20,0.0,0.60
大蒜,128,27.60,0.2,4.50
Easy Fun 低脂魔芋爽(香辣味),49,8.00,0.0,0.00
橘子,44,10.20,0.1,0.80
冬枣,113,27.80,0.2,1.80
红富士苹果,49,11.70,0.4,0.70
辣蓼,22,3.70,0.4,2.00
甜菜根,87,23.50,0.1,1.00
Easy Ace 多吃蔬菜,244,26.50,0.0,3.30
西柚,33,7.80,0.3,0.70
橙子,48,11.10,0.2,0.80
手抓饼,303,37.53,11.52,13.32
甜碗粿,153,36.86,0.14,1.63
洋烧排骨,204,6.01,15.99,9.21
豆豉青蚵豆腐,127,9.23,7.48,6.14
鸡翅包饭,203,15.62,12.9,7.03
豆干炒菜脯,182,9.65,10.45,13.16
海带结甜泡菜,66,10.86,2.16,0.55
香菇鸡笋饭团,129,27.63,1.63,5.76
咸酥千页豆腐,274,8.92,21.99,10.32
豆豉青蚵,213,6.81,18.85,4.37
雪菜豆干,98,10.93,3.53,6.40
九层塔煎蛋,188,2.75,14.81,11.23
薑絲醋炒豬大腸,171,3.86,15.51,4.58
生炒四丝,82,7.47,3.95,5.22
黑糖豆粉麻糬,327,72.87,2.42,4.47
干贝芥菜,54,4.95,2.06,5.55
野葱三杯鸭,214,8.65,16.44,11.45
菠萝田鸡腿,107,11.67,3.13,8.59
芹菜炒花枝,76,6.34,3.08,6.11
什锦卤菜,91,3.27,5.26,7.12
蛤仔煎,126,4.14,8.37,8.77
家乡豆腐,141,6.99,9.97,7.29
三杯鸡,175,3.13,11.14,14.99
葱油烤鱼,93,4.16,4.46,9.70
荷叶香鱼,69,0.89,3.44,8.18
蛋黄蒸肉,246,4.58,20.61,10.80
小鱼花生,317,7.25,23.63,17.50
台式肉酱锅烧面,190,20.70,10.36,3.84
麻油鸡,166,1.50,9.24,18.78
蒸笼沙虾,86,1.12,2.19,15.45
凉拌鹅肉,219,1.36,16.32,15.31
酒香草虾,88,2.16,1.36,9.81
墨鱼炒韭菜,67,5.69,2.16,7.05
北港卤肉月饼,322,42.53,13.48,10.37
Umi 芋圆,98,23.90,0.0,0.52
甘梅地瓜,261,27.85,15.46,0.98
酥炸高渣,194,10.20,11.23,12.98
肉酱湯面,101,10.51,5.03,3.50
绣球鱼翅,212,8.98,6.78,31.24
玫瑰大虾,255,15.53,10.18,22.03
菜脯煎蛋,158,4.75,11.29,10.03
台式炒饭,186,30.56,4.01,7.16
羊肉烧卖,161,22.19,3.55,10.15
色拉香蛋卷,154,11.45,6.07,14.76
板栗老婆饼,350,44.23,17.96,5.69
墨鱼炒韭菜花,76,5.21,0.9,11.99
虾米丝瓜,65,4.04,3.76,4.44
榴莲酥,341,31.21,21.81,5.21
香芋老婆饼,293,34.21,15.23,4.18
红豆布丁,108,12.30,4.12,5.86
黄金玉蚌,70,5.89,0.91,10.24
炒桂竹笋,80,4.22,6.23,3.41
香根牛松,141,8.78,7.3,10.33
旺旺发财糕,216,50.42,0.55,2.66
台式麻油鸡汤,134,0.98,8.24,13.81
四神汤,55,10.01,0.56,3.24
台式咸酥鸡,68,7.73,2.29,3.18
海鲜蛋羹,118,4.38,7.51,9.89
肉焖豌豆,224,18.92,12.87,9.10
胡萝卜炒蒜苗,57,8.87,2.16,1.51
麻辣冻豆腐,58,3.55,3.46,3.76
开水白菜,19,3.31,0.1,1.59
豆芽肉饼汤,48,1.60,3.85,2.06
干贝玉米羹,59,7.44,1.39,4.68
拌素三丝,72,6.48,3.43,4.97
锅烧肉,351,5.41,32.18,10.20
花椒油拌鲜芦笋,34,4.44,1.17,1.31
四川凉面,159,19.46,7.8,3.23
豆腐烧肉泥,92,5.77,3.74,9.98
罐煨牛筋,28,2.52,0.82,2.99
红油抄手,338,57.27,6.76,12.38
芙蓉豆腐汤,28,3.32,0.88,1.96
酸菜鱼,98,1.63,4.38,13.04
火爆腰花,75,2.37,2.31,11.22
红油拌粉皮,103,15.73,4.42,0.62
叶儿粑,345,44.73,16.47,4.97
土豆泥,124,16.43,5.67,2.41
四川风味熊掌豆腐,274,5.69,25.01,6.74
花菜炒腊肉,191,3.69,17.71,4.97
水煮牛柳,67,2.46,3.28,6.50
松子鳜鱼,114,4.16,5.74,12.17
炝豆芽菜,67,4.22,3.87,3.67
酱酥桃仁,438,27.31,36.12,0.92
糟青鱼,105,0.00,2.86,14.11
毛肚火锅,114,3.37,5.28,13.64
川味回锅肉,511,2.10,52.2,8.12
素牛肉,258,31.64,12.13,7.45
冬菜碎肉末,302,5.20,27.15,9.75
四川水煮牛肉,137,4.66,7.27,14.34
素香肠,377,17.29,17.82,36.29
大蒜烧鳝鱼,170,6.67,9.99,13.71
鱼香排骨,140,2.87,10.26,8.97
辣豆瓣豆腐,108,3.37,5.91,10.83
沸腾鱼,382,3.78,37.62,8.77
干煸冬笋,105,5.12,6.44,7.16
香辣猪蹄,282,2.81,21.28,20.56
酱烧小黄鱼,143,2.39,7.69,16.13
炒胡豆,172,17.49,8.94,8.21
干煸鳝片,134,4.42,7.66,12.78
剁椒烧鱼头,155,3.96,9.76,13.48
四川泡菜(豇豆),35,4.48,0.4,2.90
烧拌辣椒,52,5.53,3.14,1.69
酱爆肉,271,5.15,23.38,10.07
香煎草鱼,135,3.21,7.86,12.36
青椒回锅肉,280,3.45,27.35,4.70
青蒜肉丝,124,4.16,6.17,13.46
椒麻鸡,170,2.36,9.73,18.72
四川泡菜(豇豆胡萝卜圆白菜),55,11.11,0.31,1.29
水煮鱼,134,6.79,7.01,12.67
干煸野鸡红,66,7.46,3.95,1.57
干煸肉丝,374,3.98,35.59,10.18
辣牛肉,108,5.86,2.71,17.26
清蒸鲫鱼,99,5.88,2.22,14.07
芦笋三素,62,7.26,1.97,3.79
凉拌肉皮丝,378,5.02,29.7,22.56
四川泡菜(圆白菜白萝卜),33,5.08,0.67,1.71
怪味鸡,188,2.76,13.41,13.65
涮麻辣兔肉,69,4.77,1.69,9.84
红烧平菇,44,4.62,1.71,2.40
炖酥肉,264,7.84,23.62,5.34
红油拉皮,125,15.94,6.36,1.85
自制凉粉,183,24.04,4.89,8.59
口水鸡,160,4.11,8.62,17.74
干煸四季豆,74,5.98,4.79,3.77
肉末茄子,214,4.35,19.41,6.26
荷叶糯米蒸排骨,274,26.15,13.44,12.92
干煸青椒苦瓜,63,5.44,4.47,1.67
雪塌桃脯,135,29.18,1.26,2.30
豆瓣鲤鱼,136,2.31,7.12,15.74
榨菜肉丝,174,2.98,11.82,13.80
清炖羊肉汤,37,0.82,1.14,6.03
番茄丝瓜肉片汤(不连汤),71,1.93,5.88,2.46
醋熘黄鱼,138,4.85,6.07,15.83
豆瓣鲜鱼面,83,1.22,4.66,9.03
酱蛤蜊,45,3.03,0.68,6.41
怪味素鸡,215,6.31,14.78,15.03
涪陵咸肉,376,2.29,35.24,12.57
红烧烤麸,190,14.24,7.53,18.85
酱油鸡,211,2.32,15.75,13.18
烤玉米棒,130,22.39,4.15,3.99
烩豆腐,102,5.70,5.55,7.39
东坡肘子,283,1.98,24.41,14.01
豆腐丸子(含鸡肉),78,8.82,2.8,4.54
绿豆芽黄瓜汤,25,4.66,0.27,1.37
五更肠旺,221,9.30,18.13,7.71
鱼香豇豆,149,7.64,12.75,2.68
烧三色葫芦,106,5.28,9.55,1.09
海带卷,74,11.46,1.28,4.55
熏豆腐干,157,13.20,5.65,14.06
泡椒凤爪,193,4.90,11.78,16.89
鱼香鸡丝,93,7.20,4.04,7.82
雪菜肉丝炒饭,138,19.66,4.98,4.58
酸辣鸡血,147,5.46,10.98,6.50
素油菜心,90,7.36,5.95,2.05
五柳青鱼,117,7.50,6.31,11.95
朝天锅,124,9.30,4.8,10.59
怪味鲫鱼,145,5.79,7.13,14.66
炝圆白菜卷,85,6.28,5.42,2.03
红烧鱼肉,144,3.42,8.04,13.59
灯影牛肉(二),293,3.44,24.51,13.96
麻婆牛肉豆腐,97,10.01,3.69,8.61
川蒜烧鲶鱼,129,3.02,6.37,14.87
毛血旺,85,5.03,4.16,6.46
水煮肉片,131,4.26,8.95,7.93
鱼香茄饼,140,15.10,6.83,3.93
鱼香瓦块鱼,107,6.06,4.61,10.40
辣子蒜香骨,313,5.60,25.42,15.85
拌兔丁,154,5.47,6.75,17.39
卷心菜汤,19,2.26,0.83,0.83
麻辣猪肝,179,4.74,10.1,17.27
酸辣粉,98,14.60,3.88,1.80
糖醋茄饼,160,10.22,10.96,5.08
重庆辣子鸡,178,3.54,10.92,17.70
碎米鸡丁,164,5.65,10.56,11.19
油茶籽油,898,0.00,99.8,0.00
鲁花特级初榨橄榄油,884,0.00,99.9,0.00
Gut&Gunstig Gut&Guenstig 黄油,743,0.60,82.0,0.70
creamfields 鲜奶油(低脂),50,2.30,4.3,0.60
Alfa One  100pa Pure Rice Barn Oil,830,0.00,100.0,0.00
organic 有机葵花籽油,900,0.00,100.0,0.00
金龙鱼 纯香大豆油,884,0.00,100.0,0.00
菜籽油,899,0.00,99.9,0.00
玉米油,895,0.50,99.2,0.00
粟米油,900,0.00,100.0,0.00
麦芽油,899,0.00,99.9,一
鸭油(炼),897,0.00,99.7,0.00
STORK蛋糕黄油,630,0.00,70.0,0.00
乐购 纯植物油,900,0.00,100.0,0.00
欧丽薇兰特级初榨橄榄油,814,0.00,92.0,0.00
Aurora 橄榄油,800,0.00,93.33,0.00
百伦泰醇正奶油味黄油(含盐),713,1.00,80.0,1.00
Becel butter,250,0.00,25.0,3.00
多美鲜 无盐黄油,179,0.00,82.9,0.00
爱堡 淡奶油,338,3.20,35.1,2.20
爱护牌喷射奶油,255,16.00,20.0,2.00
花生油,899,0.00,99.9,0.00
Somerfield 纯菜油,900,0.00,100.0,0.00
Wesson 植物油,857,0.00,100.0,0.00
韩国不倒翁低脂肪橄榄黄油,360,0.00,40.0,0.00
西王 鲜胚玉米胚芽油,900,0.00,100.0,0.00
Azalea 葡萄籽油,833,0.00,92.67,0.00
蒙草香 亚麻籽油,884,0.00,100.0,0.00
厨师之选 咸味黄油,714,0.90,80.0,0.70
金城堡特级初榨橄榄油,884,0.00,100.0,0.00
Lactima 牛油(无盐),740,0.80,83.0,0.60
常春 淡奶油(麻辣味),350,3.00,37.0,2.20
多美鲜 黄油,785,0.00,85.71,0.00
金龙鱼橄榄原香食用调和油,884,0.00,100.0,0.00
金浩 菜籽橄榄调和油,900,0.00,100.0,0.00
乐购 LARD(猪油),900,0.00,99.8,0.00
卡拉佩利 特级橄榄油,822,0.00,91.3,0.00
柯可兰 特级冷压初榨橄榄油,824,0.00,91.6,0.00
蜀九香 芝麻调和油,884,0.00,100.0,0.00
欧丽薇兰 特级初榨橄榄油,884,0.00,100.0,0.00
色拉油,898,0.00,99.8,0.00
橄榄油,899,0.00,99.9,0.00
统一纯橄榄油,818,0.00,91.0,0.00
白脱(食品工业),744,0.00,82.7,0.00
金龙鱼 玉米油,884,0.00,100.0,0.00
安佳 淡奶油,350,3.70,36.4,2.30
福来康泰 亚麻籽玉米食用调和油,883,0.00,99.9,0.00
阿格利司 橄榄油,900,0.00,100.0,0.00
Carwari 特级初榨黑芝麻油,896,0.00,99.6,0.00
雀巢 三花全脂淡奶,141,10.50,8.5,6.50
纵宝 蟹黄油,406,7.40,39.6,5.00
雪印黄油,638,0.40,70.6,0.30
乐购 BUTTERMEUP黄油,345,0.50,38.0,0.30
五丰 花椒油,805,0.00,91.0,0.00
La Tourangelle 拉杜蓝乔 拉杜蓝乔 压榨亚麻籽油,884,0.00,100.0,0.00
福来康泰 紫苏籽油,884,0.00,100.0,0.00
PDO橄榄林 PDO 橄榄林 特级初榨橄榄油,900,0.00,100.0,0.00
爱度 六度提纯亚麻籽油,883,0.00,99.9,0.00
Flora 低脂黄油,324,0.10,35.0,2.50
欧蓝特级初榨橄榄油,827,0.00,93.33,0.00
西王智利多 有机亚麻籽油,883,0.00,99.9,0.00
Land O Lakes 喷射低脂鲜奶油,300,20.00,20.0,0.00
卡拉利特级橄榄油,822,0.00,91.3,0.00
黄油,888,0.00,98.0,1.40
弗朗多 特级初榨橄榄油,884,0.00,100.0,0.00
白雪 色拉油,900,0.00,99.9,0.00
雀巢 淡奶油(稀奶油),326,2.00,35.5,1.00
珠江 桥牌小磨芝麻油,900,0.00,100.0,0.00
威仕高含盐黄油,740,0.00,82.0,0.60
珏士高 初榨椰子油,820,0.00,92.0,0.00
欧蒂斯 初榨橄榄油,884,0.00,100.0,0.00
棕榈油,900,0.00,100.0,0.00
SUNGROWN 橄榄油,900,0.00,100.0,0.00
Meggle黄油(蒜味),582,4.20,62.0,1.50
百得利特纯橄榄油,857,0.00,100.0,0.00
Cocoyummy 有机农椰子油,802,3.00,88.0,0.00
stork黄油,675,0.00,75.0,0.00
明治 高纤黄油,265,1.40,23.0,0.00
Homagold低卡黄油,359,1.00,39.0,2.00
茶油,899,0.00,99.9,0.00
Farmdale奶油,294,8.70,27.6,3.40
猪油(板油),827,7.20,88.7,0.00
混合油(菜+棕),900,0.10,99.9,0.00
福临门 天天五谷食用调和油,883,0.00,99.9,0.00
豆油,899,0.00,99.9,0.00
Sparta Tree 黄金树亚麻籽油,884,0.00,100.0,0.00
保利 纯忌廉奶油,333,3.50,35.0,2.20
ja! Ja葵花籽油,828,0.00,92.0,0.00
维塔利亚 维他利亚特级初榨橄榄油,822,0.00,91.4,0.00
福临门 纯香大豆油(非转基因),883,0.00,99.9,0.00
融氏纯玉米油,860,0.00,98.0,0.00
Balade 低脂黄油,386,0.00,42.86,0.00
安佳 黄油(无盐),740,0.60,82.9,0.70
保利 微酸低脂奶油,201,5.60,18.0,4.70
香必居 鲜花椒油,883,0.00,99.9,0.00
Lucerne  鲜奶油,300,6.67,30.0,0.00
胡麻油,900,0.00,100.0,0.00
森永 动植物混合淡奶油,428,2.30,45.75,1.60
芝麻油,898,0.20,99.7,0.00
K-Classic植物油,819,0.00,91.0,0.00
Mabarajab's Choice 酥油,884,0.00,99.9,0.00
Lurpak 低盐淡味减脂涂抹黄油,544,0.50,60.0,0.50
马赛罗 特级初榨橄榄油,807,0.00,91.3,0.00
安佳 黄油(有盐),733,0.00,80.0,0.00
德运 黄油,722,0.70,81.0,0.70
葵花籽油,899,0.00,99.9,0.00
百尚 淡黄油块,731,0.60,82.0,0.80
梅赛德斯 特级初榨橄榄油,810,0.00,91.6,0.00
可可汇 初榨椰子油,880,0.00,99.2,0.00
克里特之光 特级初榨橄榄油,814,0.00,92.0,0.00
Kadoya 上等麻油,929,0.00,100.0,0.00
蒙牛 缔芝特烟熏味早餐奶酪,348,14.10,25.0,17.20
Filippo Berio 清爽橄榄油,822,0.00,91.3,0.00
总统 超高温消毒低脂奶油(4%),76,6.90,4.0,3.10
欧丽薇兰 特级初榨橄榄油-桶装,884,0.00,100.0,0.00
百伦泰醇正奶油味黄油(无盐),730,1.00,82.0,1.00
长生 特级初榨橄榄油,877,0.00,100.0,0.00
雪印低脂肪淡奶油,304,2.80,31.7,1.70
HOMEBRAND鲜奶油,331,3.30,35.0,2.20
金龙鱼 深海鱼油(调和油),884,0.00,100.0,0.00
长白工坊 有机婴幼儿装亚麻籽油,884,0.00,100.0,0.00
长白工坊 有机南瓜籽油,884,0.00,100.0,0.00
奥丽贝娅特级初榨橄榄油500ml,884,0.00,100.0,0.00
红花油,899,0.00,99.9,0.00
WinterCreek冬季之河特级初榨橄榄油,800,0.00,93.33,0.00
卡拉佩利 初榨橄榄油,800,0.00,93.33,0.00
牧森 淡味黄油,752,0.00,82.0,0.70
Gold'n Canola Ω-3油,813,0.00,92.0,0.00
福来康泰 有机冷榨亚麻籽油,883,0.00,99.8,0.00
台正 橄榄葵花油,828,0.00,92.0,0.00
幸福小农 黑豆油,891,0.00,95.0,0.00
(AGIA)阿茜娅纯橄榄油,878,0.00,99.9,0.00
Allowuie zero黄油,733,0.00,80.0,0.00
德运 Devondale涂抹黄油,719,1.00,81.0,1.00
Meggle黄油(烧烤味),597,8.00,62.0,1.20
保生堂 亚麻籽油,884,0.00,99.9,0.00
黄金树特级初榨橄榄油,885,0.00,91.9,0.00
志成香麻油,899,0.00,99.8,0.00
RAVIKA葵花籽油,819,0.00,100.0,0.00
奥尼特级初炸橄榄油,805,0.00,91.0,0.00
英佰瑞 SAINSBURY橄榄油,823,0.00,91.4,0.10
佳之选 橄榄油,823,0.00,91.4,0.00
RAVIKA特级初榨橄榄油,809,0.00,100.0,0.00
椰汇 初榨椰子油,883,0.00,99.9,0.00
辣椒油,900,0.00,100.0,0.00
椰子油,899,0.00,99.9,0.00
韩国不倒翁低脂肪玉米黄油,470,0.00,52.0,0.00
金龙鱼食用调和油,884,0.00,100.0,0.00
坎诺拉健康黄油,700,0.00,80.0,0.00
百一 特级初榨橄榄油,822,0.00,91.3,0.00
天然世家 野生铁核桃油,884,0.00,100.0,0.00
光明植物黄油,719,0.30,80.0,0.20
黄油渣,599,40.00,43.8,11.10
Coles奶油(双倍),498,2.10,55.0,1.60
酥油,860,1.10,94.4,1.50
米糠油,894,1.30,98.7,0.00
优飨 纯正亚麻籽油,884,0.00,99.9,0.00
Deli 低脂黄油涂层面包,276,5.50,28.0,0.50
羊油(炼),895,0.90,99.0,0.00
showa昭和 SHOWA 色拉油,900,0.00,100.0,0.00
大麻油,899,0.00,99.9,0.00
olivoila 初榨橄榄油,884,0.00,100.0,0.00
阿尔发 阿尔法 辣米油,844,0.00,92.0,1.00
棉籽油,899,0.10,99.8,0.00
PAMS超淡橄榄油,810,0.00,91.5,0.00
Land O' Lakes蓝多湖 Land Lakes油菜籽植物黄油,714,0.00,78.57,0.00
Lucerne酸奶油,200,6.67,16.67,3.33
羊油,824,8.00,88.0,0.00
Carotino 红棕榈油,812,0.00,92.0,0.00
核桃油,895,0.80,99.1,0.00
Du darfst 低卡黄油,364,0.60,39.0,2.80
金龙鱼 植物甾醇玉米油,875,0.00,99.0,0.00
春明 香油,898,0.20,99.7,0.00
Kirkland Signature 含盐奶油,714,0.00,78.57,0.00
福临门 天然谷物调和油,884,0.00,100.0,0.00
PDO橄榄林 PDO 雅典娜克里特女皇特级初榨橄榄油,900,0.00,100.0,0.00
金牛 芝麻油,899,0.00,99.8,0.00
利民 蒜蓉辣酱,96,19.60,0.6,4.80
史云生浓醇高汤(肉骨高汤),128,10.91,5.45,8.18
紫锦葡萄糖冲剂(女士),360,90.00,0.0,0.00
圣桃园 黑樱桃果酱,200,50.00,0.0,0.00
生抽,20,0.00,0.1,4.80
蒸馏醋,18,0.04,0.0,0.00
创悦 菜汁冰糖,392,98.00,0.0,0.00
CHELSEA 枫糖,320,79.00,0.0,0.00
腐乳(香辣味),158,0.80,11.6,13.10
万方红腐乳,115,0.60,7.0,12.40
一休 白味噌,191,23.50,5.4,12.00
沃尔沃斯 脱水椰蓉,684,6.00,67.9,7.10
黑醋,91,18.50,0.2,3.70
春田苹果醋,0,0.00,0.0,0.00
美极 番茄酱,123,28.00,0.0,2.00
好侍 咖喱盖浇汁,95,9.14,5.33,2.71
大华 纯酿酱青,59,7.33,0.1,7.00
Lady’sChoice千岛沙拉酱,414,22.80,35.6,0.70
珠江桥牌草菇老抽,120,24.30,0.0,5.50
八角,281,75.40,5.6,3.80
腌雪里蕻,29,5.40,0.2,2.40
味好美 海苔豆腐汤,314,62.86,1.43,2.86
茴香籽,318,55.50,11.8,14.50
信州白味增,200,25.00,5.0,10.00
快易食 传统意面酱,24,2.30,0.6,2.30
周君记 担担面佐料,300,20.00,20.0,10.00
鱼泉牌鲜香榨菜,74,5.71,2.86,2.86
元贞 元贞糖,371,90.20,0.0,0.80
Lady’sChoice LadysChoise水果沙拉酱,457,16.50,43.1,0.80
圣桃园 黑加仑果酱,211,52.63,0.0,0.00
圣桃园 什锦水果酱,224,56.00,0.0,1.60
善品糖,400,100.00,0.0,0.00
黄毛籽,330,50.40,15.6,21.00
桂冠麻辣锅底,120,0.00,12.0,3.00
可达怡 莳萝,320,42.20,4.4,19.90
醋,31,4.90,0.3,2.10
酱籽萝,57,11.20,0.4,2.90
和风天国 料理酒,67,4.00,0.0,0.67
咸沙葱,28,3.80,0.8,2.40
家乐 浓汤宝(老母鸡汤),171,19.00,9.0,4.50
李锦记特级鲜味生抽,62,8.10,0.0,6.80
Tiptree 缇树 怪桃酱,272,67.00,0.0,0.00
Goebber李子果酱,168,40.00,0.3,0.50
史云生原味高汤,9,0.60,0.6,0.40
牛头牌 蛤蜊味汤块,337,35.20,18.3,8.10
宫岛 橄榄菜,358,10.40,33.3,4.20
冠利 俄式酸青瓜,23,4.50,0.2,0.90
sinsin酸甜辣椒酱,167,39.50,0.6,0.80
桂冠海鲜锅底,72,1.50,5.4,4.20
卡夫 芝士粉,492,3.50,34.8,41.10
Knorr 家乐 Knorr系列奶酪鸡汤调料,480,41.00,32.0,6.00
圣桃园 菠萝芒果果酱,206,52.94,0.0,0.00
酱油(三级),40,2.40,0.4,6.80
八宝菜,78,13.40,1.4,4.60
安记 花椒粉,551,66.50,8.9,6.70
酱包瓜,112,24.80,0.0,4.70
富味乡 黑芝麻面包酱,595,30.00,47.0,13.00
辣根,490,35.30,29.9,23.60
榨菜(鱼泉牌),51,4.60,2.7,1.50
鱼泉 鲜香榨菜,50,6.20,2.3,2.00
Buderim 布德瑞 纯蜂蜜,339,83.00,0.0,0.00
妈妈的厨房海苔鱼松(旗鱼),478,43.00,19.4,32.50
雄鸡标 蕃茄汁焗豆(原味),84,12.90,0.0,4.40
烧烤酱,177,44.30,0.2,0.70
什锦菜,38,6.20,0.5,2.90
VedaVie浓缩姜汁,236,57.80,0.0,0.60
酱甘露,41,8.20,0.3,2.20
福蜂园 水杉蜜,330,80.00,0.0,0.00
欧帕 欧氏干薄饼调味料(墨西哥风味),300,60.00,0.0,0.00
味博士 剁椒腊八豆,607,14.29,53.57,14.29
味聚特特级五香榨菜,29,5.33,0.0,1.17
腐乳(白),135,4.80,8.2,10.90
酱油(多味),86,12.90,0.4,7.80
腌芥菜头(煮),30,5.90,0.2,2.10
腌芥菜头,26,5.60,0.1,2.40
味聚特 麻辣三丝,59,8.30,2.1,1.70
葱伴侣大酱 袋装180g,139,16.00,2.0,14.67
味聚特 脆豇豆,121,6.40,9.5,1.80
咖喱酱,313,10.20,26.4,4.80
黄酱,138,21.30,1.2,12.10
美极 酸辣汤料,323,68.29,2.86,5.14
Knorr 家乐 Knorr系列Kartoffel-Gratin,493,27.00,38.0,9.00
Select佳之选  Select97%低脂美乃滋,142,26.60,2.8,0.20
香醋,68,13.00,0.1,3.80
豆瓣辣酱,73,12.90,2.4,3.60
老抽,129,23.80,0.3,7.90
三厨 爽脆菜脯,72,15.60,0.0,2.20
云峰 蜜榴莲茶,230,55.00,0.0,0.00
鱼泉榨菜(特等品),49,6.20,1.8,2.00
咖喱粉,341,63.30,12.2,13.00
苦豆子,270,72.30,2.4,4.60
花椒,316,66.50,8.9,6.70
老香居萝卜干麻辣味,232,2.50,9.0,0.00
百味来 紫苏意大利面调味酱,55,6.90,2.3,1.50
Dolmio Carbonara意大利面酱,106,8.80,7.2,1.50
豪吉 松茸精(可可味),215,30.00,0.0,20.00
KM谷盛 寿喜烧酱,188,39.70,0.9,5.20
白砂糖,400,99.90,0.0,0.00
蜜研坊 精品紫云英蜜,321,75.60,1.9,0.40
万家香 水果醋,160,40.00,0.0,0.00
Knorr 家乐 Knorr系列奶酪肉末汤调料,433,35.00,28.0,9.00
Capilano 麦卢卡蜂蜜,338,83.10,0.0,0.30
waitrose 蜂蜜,307,76.40,0.0,0.40
佳一粒砂糖,400,99.00,0.0,0.00
Wel-pac寿司姜,14,3.57,0.0,0.00
盛记茄汁,125,28.82,0.59,1.18
狗芽菜,27,6.50,0.1,1.30
椰树牌 椰子酱,300,60.00,6.67,0.00
公鸡标 浓缩椰奶,130,2.10,13.0,1.30
卡夫 全天然花生酱,600,20.00,46.67,26.67
家乐 牌浓汤宝(牛肉味),184,9.60,11.6,10.40
同珍 北京鸭酱,227,53.00,0.8,4.10
古龙 肉香茶树菇罐头,260,15.00,21.0,3.00
腌芥菜头,44,9.30,0.1,2.80
味岛 鲣露,83,20.00,0.0,3.33
JAM LADY JAM 天然蓝莓果酱,195,46.80,0.1,0.40
酱油(一级),66,6.90,0.6,8.30
豆瓣酱,181,17.10,6.8,13.60
番茄酱,83,16.90,0.2,4.90
腐乳(臭),132,3.90,7.9,11.60
腌韭菜花,17,2.80,0.3,1.30
Knorr 家乐 Knorr系列Hackfleisch,308,47.00,7.0,12.00
红豆沙,244,57.10,0.1,4.50
喜璐 果爱草莓果酱(无糖),105,25.00,0.0,0.80
法国圣桃园 天然果酱(草莓，杏桃，野生蓝莓),208,52.00,0.1,0.50
李锦记香茅腌酱,165,29.00,3.4,3.90
马莎 玛莎经典意大利面酱(罗勒酱),480,3.30,49.5,5.20
圣桃园 黑山莓果酱,211,52.63,0.0,0.00
鸡粉,224,33.50,5.1,13.20
好得睐 仙菌王母酱,257,22.00,15.0,11.00
古龙牌肉酱,340,22.00,24.0,8.00
味聚特 特级木耳榨菜片,38,5.33,1.0,1.83
府中香 公司甜酱,155,35.80,3.0,3.50
荫豉朝天椒,380,1.60,39.1,5.30
味聚特 学生营养榨菜,33,3.88,1.13,1.75
DS韩国辣椒酱,211,47.00,0.0,5.30
杏酱,286,70.90,0.3,0.20
丸江 寿司鱼生酱油,63,8.90,0.0,7.10
青咖喱酱,111,6.30,7.9,2.40
鱼泉榨菜(低盐),57,5.00,2.5,2.50
姜(糟),30,4.80,0.8,1.60
拉瓦赫牌咖喱粉,300,28.57,14.29,14.29
S&B 爱思必 S&B 特乐口元气咖喱块(辛口),530,44.30,36.7,5.50
朗尼斯 樽头野生花蜂蜜,305,75.00,0.0,0.40
