rank,en,zh
8473,crooked,"['krukid]
adj.
弯曲的, 拐骗的, 不老实的"
8474,modernity,"[mɔ'dә:niti]
n.
现代性"
8475,impending,"[im'pendiŋ]
n.
迫近"
8476,mediation,"[ˏmi:di'eiʃәn]
n.
仲裁, 调停, 调解"
8477,best-seller,
8478,broadcasting,"['brɔ:dˏkɑ:stiŋ]
n.
广播"
8479,bitterness,"['bitәnis]
n.
苦味, 辛酸, 苦难"
8480,groove,"[gru:v]
n.
(唱片等的) 凹槽, 惯例, 最佳状态
vt.
开槽于"
8481,relay,"['ri:lei]
n.
驿马, 接替, [电工]继电器
vt.
(消息, 货物等)分程传递, 使接替, 转播
vi.
得到接替, 转播"
8482,chimney,"['tʃimni]
n.
烟囱, 灯罩"
8483,lantern,"['læntәn]
n.
灯笼, 提灯, 幻灯, 信号, 天窗"
8484,packed,"[常用来构成复合词]充满...的, 塞满了...的"
8485,blind,"[blaind]
adj.
瞎的, 盲目的
vt.
使失明, 缺乏眼光或判断力"
8486,overtime,"['әuvәtaim]
n.
超时, 加班, 延长时间
adj.
超时的, 加班的
adv.
加班地
vt.
使超时"
8487,dorm,"[dɔ:m]
n.
<俗> 宿舍(=dormitory)"
8488,aroma,"[ә'rәumә]
n.
芳香, 香气, 香味"
8489,ye,"[ji:]
[域] Yemen , 也门"
8490,heroine,"['herәuin]
n.
女英雄, 女主人公"
8491,jog,"[dʒɔg]
n.
轻推, 轻撞, 漫步
v.
轻推, (使)蹒跚行进, (使)慢跑"
8492,weekday,"['wi:kdei]
n.
周日, 平日"
8493,occupant,"['ɔkju:pәnt]
n.
占有者, 居住者"
8494,curved,"
弯曲的"
8495,thwart,"[θwɔ:t]
adj.
横放的
vt.
反对, 阻碍, 横过
adv.
prep.横过
n.
[船]横坐板"
8496,awfully,"['ɔ:fuli]
adv.
非常, 很, 十分"
8497,cruelty,"['kru:әlti]
n.
残忍, 残酷"
8498,plateau,"['plætәu, plæ'tәu]
n.
高地, 高原(上升后的)稳定水平(或时期、状态)"
8499,cosmetic,"[kɔz'metik]
n.
化妆品
adj.
化妆用的"
8500,fin,"[fin]
n.
鳍, 鱼翅, 鳍状物, 五元纸币
vi.
猛挥鳍, 露鳍于水面的
vt.
装上翅, 切除鳍"
8501,stint,"[stint]
v.
紧缩节省"
8502,dispense,"[dis'pens]
vt.
分发, 分配"
8503,buffet,"['bʌfit]
n.
餐具柜, 小卖部, 殴打, 打击
v.
打击, 搏斗"
8504,socialize,"['sәuʃәlaiz]
v.
使社会化, 使社会主义化"
8505,slaughter,"['slɔ:tә]
n.
屠宰, 残杀, 屠杀
v.
屠宰, 残杀, 屠杀"
8506,lateral,"['lætәrәl]
n.
侧部, 支线, 边音
adj.
横(向)的, 侧面的"
8507,retrospect,"['retrәuspekt]
n.
回顾"
8508,lily,"['lili]
n.
百合, 百合花, 洁白的东西, 纯洁的人
adj.
洁白的, 纯洁的"
8509,clubhouse,"['klʌbhaus]
n.
俱乐部会所"
8510,court,"[kɔ:t]
n.
法院, 庭院, 朝廷, 宫庭, 球场, 奉承, 求爱, 殷勤
vt.
向...献殷勤, 追求, 设法获得(他人的支持等), 博得(喝彩), 招致(失败、危险等)
vi.
求爱"
8511,take,"[teik]
v.
拿, 拿走, 取, 抓, 占领, 获得, 接受, 感受
n.
捕获量"
8512,ready,"['redi]
adj.
有准备的, 准备完毕的, 甘心的, 情愿的, 现成的, 迅速的"
8513,grapple,"['græpl]
v.
格斗"
8514,floral,"['flɔ:rәl]
adj.
植物群的, 花似的, 花的, 植物的"
8515,damaging,"['dæmidʒiŋ]
adj.
有破坏性的,损害的,诽谤的"
8516,recommended,被推荐的
8517,stocking,"['stɔkiŋ]
n.
长袜"
8518,heightened,
8519,citation,"[sai'teiʃәn]
n.
引用"
8520,congratulate,"[kәn'grætjuleit]
vt.
祝贺, 庆贺, 恭喜"
8521,mingle,"['miŋgl]
v.
(使)混合"
8522,surrender,"[sә'rendә]
vt.
交出, 放弃, 使投降, 听任
vi.
投降, 自首
n.
交出, 放弃, 投降
投降算了"
8523,pony,"['pәuni]
n.
小型马
v.
付清
adj.
小型的, (新闻)每日摘要的"
8524,seed,"[si:d]
n.
种子, 萌芽, 原由, 根据, 子孙, 精液
vt.
播种, 结实, 成熟, 去...籽
vi.
结实, 播种"
8525,centerpiece,"['sentәpi:s]
n.
中心装饰品, (餐桌中央的摆饰)"
8526,trot,"[trɔt]
v.
(使)小跑, (使)快步走, 骑马小跑, 疾走
n.
小跑, 骑马, 疾走, 忙碌"
8527,characterization,"[ˏkæriktәrai'zeiʃәn]
n.
描述, 人物之创造"
8528,hospitality,"[ˏhɔspi'tæliti]
n.
好客, 宜人, 盛情"
8529,seriousness,"['siәriәsnis]
n.
严肃, 认真"
8530,imperative,"[im'perәtiv]
n.
命令, 诫命, 需要, 规则, 祈使语气
adj.
命令的, 强制的, 紧急的, 必要的, 势在必行的, [语法]祈使的"
8531,peripheral,"[pә'rifәrәl]
adj.
外围的
n.
外围设备"
8532,grammar,"['græmә]
n.
文法, 有关原理的书, 入门的书"
8533,eternity,"[i(:)'tә:niti]
n.
永远, 来世, 不朽, 来世, 来生"
8534,modernization,"[ˏmɔdәnai'zeiʃәn]
n.
现代化"
8535,howl,"[haul]
v.
嚎叫, 怒吼, 嚎啕大哭, 喝住, 号叫
n.
嚎叫, 怒号, 嚎哭"
8536,respectful,"[ris'pektful]
adj.
恭敬的, 尊敬的, 尊重人的, 有礼貌的"
8537,indifferent,"[in'difәrәnt]
adj.
无关紧要的"
8538,dude,"[dju:d]
n.
花花公子, 纨绔子弟"
8539,railway,"['reilwei]
n.
[英] 铁道, 铁路"
8540,compression,"[kәm'preʃ(ә)n]
n.
浓缩, 压缩, 压榨, [机](发动机,如内燃机中工作液体的)压缩, 密集"
8541,impoverished,"[im'pɔvәriʃt]
adj.
穷困的, 无力的,用尽了的"
8542,cricket,"['krikit]
n.
[昆]蟋蟀, [运动]板球"
8543,synagogue,"['sinәgɔg]
n.
犹太人集会, 犹太教会堂, 犹太教"
8544,ominous,"['ɔminәs]
adj.
预兆的, 恶兆的, 不吉利的"
8545,martyr,"['mɑ:tә]
n.
烈士, 殉教者
v.
杀害, 折磨"
8546,rotten,"['rɔtn]
adj.
腐烂的, 恶臭的, 堕落的, (岩石等)风化的, 虚弱的, 无用的"
8547,litter,"['litә]
n.
垃圾，（供动物睡眠或防冻用的）干草、树叶, (一)窝, 轿, 担架
vt.
乱丢, 铺草, 弄乱
vi.
产仔, 乱丢垃圾"
8548,structured,"
a. 有结构的"
8549,ethanol,"['eθәnɔ:l, -nәul]
n.
乙醇, 酒精"
8550,humidity,"[hju:'miditi]
n.
湿气, 潮湿, 湿度<美>沼泽中的肥沃高地"
8551,lightweight,"['laitweit]
n.
轻量级选手, 不能胜任者"
8552,farmhouse,"['fɑ:mhaus]
n.
农场里的住房, 农舍, 农家"
8553,relic,"['relik]
n.
遗物, 遗迹, 废墟, 纪念物"
8554,deceive,"[di'si:v]
v.
欺骗, 行骗"
8555,hype,"[haip]
n.
<美俚> 皮下注射, 骗局,大肆宣传,大做广告,瘾君子"
8556,acting,"['æktiŋ]
adj.
代理的, 起作用的, 演戏的"
8557,vodka,"['vɔdkә]
n.
伏特加酒"
8558,programmer,"['prәugræmә]
n.
程序师, 程序规划员"
8559,eligibility,"n.
适任, 合格"
8560,downturn,"['dauntә:n]
n.
低迷时期"
8561,crane,"[krein]
n.
起重机"
8562,coating,"['kәutiŋ]
n.
被覆, 衣料"
8563,pod,"[pɔd]
n.
密集小群, 扁豆层, 豆荚, 蚕茧
vi.
结荚, 生荚"
8564,democratization,"n.
民主化"
8565,decree,"[di'kri:]
n.
法令, 政令, 教令, 天命, 判决
v.
颁布"
8566,vie,"[vai]
v.
竞争"
8567,present,"[pri'zent]
n.
赠品, 礼物, 现在, 瞄准
adj.
现在的, 出席的, 当面的
vt.
介绍, 引见, 给, 赠送, 上演, 提出, 呈现
vi.
举枪瞄准"
8568,jeopardy,"['dʒepәdi]
n.
危险, 危险"
8569,collaborator,"[kә'læbәreitә(r)]
n.
合作者"
8570,unfinished,"['ʌn'finiʃt]
adj.
未完成的, 未琢磨的, 未染色的"
8571,materialize,"[mә'tiәriәlaiz]
v.
物化"
8572,hop,"[hɔp]
v.
单脚跳, (鸟, 蛙等)跳跃
n.
蛇麻草"
8573,anguish,"['æŋgwiʃ]
n.
痛苦, 苦恼
vt.
使极苦闷, 使极痛苦
vi.
感到痛苦"
8574,lesion,"['li:ʒәn]
n.
损害, 身体上的伤害"
8575,grill,"[gril]
n.
烤架, 铁格子, 烤肉
v.
烧, 烤, 严加盘问"
8576,abstraction,"[æb'strækʃәn]
n.
提取"
8577,commanding,"[kә'mɑ:ndiŋ]
adj.
指挥的, 居高临下的，发号施令的"
8578,irregular,"[i'regjulә]
adj.
不规则的, 无规律的"
8579,churn,"[tʃә:n]
n.
搅乳器
v.
搅拌, 搅动"
8580,bodily,"['bɔdili]
adj.
身体的
adv.
肉体上, 亲自地, 全部"
8581,variability,"[ˏvєәriә'biliti]
n.
可变性"
8582,promoter,"[prә'mәutә]
n.
促进者, 助长者"
8583,footprint,"['futprint]
n.
足迹, 脚印"
8584,indefinitely,"adv.
不确定地"
8585,crow,"[krәu]
n.
乌鸦, 似乌鸦的鸟, 撬棍
vi.
啼叫, 报晓, (婴孩)格格地笑"
8586,transitional,"adj.
变迁的, 过渡期的"
8587,empowerment,
8588,discount,"['diskaunt]
n.
折扣"
8589,oblivious,"[ә'bliviәs]
adj.
遗忘的, 忘却的, 健忘的"
8590,faded,"['feidid]
adj.
已褪色的, 已凋谢的"
8591,thankful,"['θæŋkfәl]
adj.
感谢的, 感激的"
8592,muster,"['mʌstә]
n.
集合, 阅, 样品, 清单, 一群
v.
集合, 召集, 征召, 鼓起(勇气等), 集聚"
8593,jerk,"[dʒә:k]
n.
性情古怪的人, 急推, 猛拉, 肌肉抽搐, (生理)反射, 牛肉干
vi.
痉挛, 急拉, 颠簸地行进
vt.
猛拉"
8594,rap,"[ræp]
n.
叩击, 轻拍, 轻敲, 斥责
vt.
敲, 拍, 打, 厉声说出, 斥责, 使着迷
vi.
敲击, 交谈
abbr.
[军] Rocket Assisted Projectile, 火箭助推炮弹"
8595,prominence,"['prɔminәns]
n.
突出, 显著, 突出物"
8596,cannon,"['kænәn]
n.
大炮, 加农炮
v.
炮轰"
8597,narcotic,"[nɑ:'kɔtik]
n.
麻醉药, 致幻毒品, 镇静剂
adj.
麻醉的, 催眠的"
8598,multitude,"['mʌltitju:d]
n.
多数, 群众"
8599,cloak,"[klәuk]
n.
斗蓬, 宽大外衣, 掩护
vt.
用外衣遮蔽, 披斗篷"
8600,vault,"[vɔ:lt]
n.
拱顶"
8601,knit,"[nit]
v.
编织, 密接, 结合"
8602,temperament,"['tempәrәmәnt]
n.
气质, 性情, 易激动, 急躁"
8603,drummer,"['drʌmә]
n.
鼓手, <美> 旅行推销员"
8604,disruptive,"[dis'rʌptiv]
adj.
使破裂的, 分裂性的"
8605,degrade,"[di'greid]
v.
(使)降级, (使)堕落, (使)退化"
8606,chilly,"['tʃili]
adj.
寒冷的"
8607,convoy,"['kɔnvɔi]
n.
护送, 护卫
vt.
护航, 护送"
8608,flank,"[flæŋk]
n.
腰窝, 侧面, 军队侧翼, 侧腹, 胁, 腰窝肉
vt.
在...的侧面, 侧翼包围, 守侧面
vi.
侧面与...相接"
8609,playful,"['pleiful]
adj.
好玩的, 嬉戏的, 十分有趣的, 顽皮的"
8610,performing,"[pә'fɔ:miŋ]
adj.
表演的, 履行的"
8611,mildly,"['maildli]
adv.
温和地, 适度地, 略微"
8612,lag,"[læg]
n.
落后, 囚犯, 迟延, 桶板, 防护套
adj.
最后的
vi.
缓缓而行, 滞后
vt.
落后于, 押往监狱, 加上外套"
8613,nylon,"['nailәn]
n.
尼龙"
8614,vitality,"[vai'tæliti]
n.
活力, 生命力, 生动性"
8615,low-cost,"['lәukɔst]
adj.
价格便宜的, 廉价的"
8616,abide,"[ә'baid]
vi.
坚持, 遵守
vt.
忍受, 容忍"
8617,Thai,"['tɑ:i(:)]
n.
泰国人, 泰国语"
8618,diploma,"[di'plәumә]
n.
文凭, 毕业证书, 证明权力、特权、荣誉等的证书, 奖状"
8619,cumulative,"['kju:mjulәtiv]
adj.
累积的"
8620,lash,"[læʃ]
n.
鞭子, 鞭打, 睫毛, 责骂, 讽刺
vt.
鞭打, 摆动, 扎捆, 冲击, 煽动, 讽刺
vi.
猛击, 急速甩动"
8621,mixing,"['miksiŋ]
n.
混合, 混频"
8622,unconstitutional,"['ʌnkɔnsti'tju:ʃәnәl]
adj.
违反宪法的"
8623,archaeology,"[ˏɑ:ki'ɔlәdʒi]
n.
考古学"
8624,trim,"[trim]
adj.
整齐的, 整洁的
vt.
整理, 修整, 装饰"
8625,enclose,"[in'klәuz]
vt.
放入封套, 装入, 围绕"
8626,flare,"[flєә]
n.
闪光, 闪耀
vi.
闪光, 突然烧起来, 闪耀
vt.
使闪耀, 使张开"
8627,high-level,"adj.
在高空的, 高阶层的, 高级的"
8628,darken,"['dɑ:kәn]
v.
(使)变暗, (使)变黑, 处于暗淡之中"
8629,accumulation,"[әkju:mju'leiʃ(ә)n]
n.
积聚, 堆积物"
8630,insulation,"[ˏinsju'leiʃәn]
n.
绝缘"
8631,rove,"[rәuv]
v.
漫游, 流浪, 转来转去, 纺成粗纱
n.
漫游, 流浪, 粗纱"
8632,fluctuation,"[ˏflʌktju'eiʃәn]
n.
波动, 起伏"
8633,imprison,"[im'prizn]
vt.
监禁, 关押
v.
监禁"
8634,momentarily,"['mәumәntәrili]
adv.
即刻"
8635,irritate,"['iriteit]
vt.
激怒, 使急躁
v.
刺激"
8636,fake,"[feik]
n.
假货, 欺骗
adj.
假的
vt.
伪造, 赝造, 捏造, 假造, 仿造
vi.
伪装"
8637,parasite,"['pærәsait]
n.
寄生虫, 食客"
8638,retaliation,"[riˏtæli'eiʃɚn]
n.
报复, 报仇"
8639,outskirts,"['autskә:ts]
n.
边界, (尤指)市郊"
8640,unpopular,"['ʌn'pɔpjulә]
adj.
不流行的, 不受欢迎的"
8641,worsen,"['wә:sn]
v.
(使)变得更坏, 恶化, 损害"
8642,chosen,"['tʃәuzn]
vbl.
choose的过去分词"
8643,devour,"[di'vauә]
vt.
(尤指动物)吞吃, 狼吞虎咽, 挥霍, (火灾等)毁灭, 破坏, 吞没, 贪看, 贪听"
8644,aged,"['eidʒid]
adj.
年老的, ...岁的, 老年人特有的"
8645,con,"[kɔn]
vt.
记诵, 精读
adv.
反对地, 反面
n.
反对票, 反对论, [医]肺病"
8646,tasty,"['teisti]
adj.
好吃的, 可口的
n.
好吃的东西, 吸引人的东西"
8647,simplify,"['simplifai]
vt.
单一化, 简单化"
8648,haircut,"['heәkʌt]
n.
理发, 剪发的方式"
8649,envy,"['envi]
n.
vt.羡慕, 嫉妒"
8650,sensory,"['sensәri]
adj.
感觉的, 感官的"
8651,hefty,"['hefti]
adj.
重的, 肌肉发达的"
8652,noticeable,"['nәutisәbl]
adj.
显而易见的, 值得注意的"
8653,crushed,"
pp. 压破"
8654,pry,"[prai]
v.
探查"
8655,denomination,"[diˏnɔmi'neiʃәn]
n.
命名"
8656,cock,"[kɔk]
n.
公鸡, 雄鸟, 头目, (水)龙头, <俚>阴茎
vt.
使耸立, 使竖起, 堆成锥形
vi.
大摇大摆地走, 翘起"
8657,group,"[gru:p]
n.
团体, 组, 团, 群, 批, [地]界, [化]基
v.
聚合, 成群"
8658,dictionary,"['dikʃәnәri]
n.
字典, 词典"
8659,yep,"[jep]
adv.
<俚>是"
8660,handkerchief,"['hæŋkәtʃi:f]
n.
手帕"
8661,complementary,"[kɔmplә'mentәri]
adj.
补充的, 补足的"
8662,thicken,"['θikәn]
v.
(使)变厚, (使)变粗, (使)变浓"
8663,consolidation,"[kәnˏsɔli'deiʃәn]
n.
巩固, 合并"
8664,radiate,"['reidieit]
vt.
放射, 辐射, 传播, 广播
vi.
发光, 辐射, 流露
adj.
有射线的, 辐射状的"
8665,whereby,"[(h)wєә'bai]
adv.
凭什么, 为何"
8666,addict,"[ә'dikt]
vt.
使沉溺, 使上瘾
n.
入迷的人, 有瘾的人"
8667,bend,"[bend]
v.
弯曲, 专心于, 屈服
n.
弯曲"
8668,bitterly,"['bitәli]
adv.
苦苦地, 悲痛的, 厉害的"
8669,boycott,"['bɔikәt]
n.
vt.联合抵制, 联合排斥某国货物或与某国绝交"
8670,curiously,"adv.
好奇地"
8671,parallel,"['pærәlel]
adj.
平行的, 相同的, 类似的, 并联的
n.
平行线, 平行面, 类似, 相似物
v.
相应, 平行"
8672,dresser,"['dresә]
n.
梳妆台, 化妆师, 碗柜, (医院)裹伤员"
8673,humane,"[hju:'mein]
adj.
仁慈的"
8674,customary,"['kʌstәmәri]
adj.
习惯的, 惯例的"
8675,minor,"['mainә]
n.
未成年人, 副修科目
adj.
较小的, 次要的, 二流的, 未成年的
vi.
辅修
n.
[乐]小调, 小音阶"
8676,contest,"['kɔntest]
n.
论争, 竞赛
v.
,争论, 争辩, 竞赛, 争夺"
8677,skim,"[skim]
v.
撇去"
8678,rubber,"['rʌbә]
n.
橡皮, 橡胶"
8679,alas,"[ә'lɑ:s]
int.
唉"
8680,digit,"['didʒit]
n.
阿拉伯数字, 手指或足趾, 一指宽(约四分之三英寸)"
8681,mystical,"['mistikәl]
adj.
神秘的, 奥秘的"
8682,metallic,"[mi 'tælik]
adj.
金属(性)的"
8683,stigma,"['stigmә]
n.
污名, (植物)柱头, [动物] 气门, 耻辱"
8684,deceased,"[di'si:st]
adj.
已故的
n.
死者"
8685,restrictive,"[ris'triktiv]
adj.
限制性的"
8686,pudding,"['pudiŋ]
n.
布丁(一种以面粉,牛奶,鸡蛋等为基料的糊壮甜食)"
8687,intuition,"[ˏintju(:)'iʃәn]
n.
直觉, 直觉的知识"
8688,Hispanic,"[his'pænik]
adj.
西班牙的"
8689,grate,"[greit]
n.
壁炉, 炉"
8690,referee,"[ˏrefә'ri:]
n.
仲裁人, 调解人, [体]裁判员
v.
仲裁, 裁判"
8691,granddaughter,"['grændɔ:tә(r)]
n.
孙女"
8692,accustomed,"[ә'kʌstәmd]
adj.
通常的, 习惯的, 按照风俗习惯的"
8693,canon,"['kænәn]
n.
教会法教规, 教规, (基督教的)正典圣经(简称正经), 一个作家的真作
日本佳能公司"
8694,sociologist,"[sәusiә'lɔdʒist]
n.
社会学家"
8695,reckon,"['rekәn]
vt.
计算, 总计, 估计, 猜想
vi.
数, 计算, 估计, 依赖, 料想"
8696,eccentric,"[ik'sentrik]
adj.
古怪
n.
行为古怪的人"
8697,overhear,"[ˏәuvә'hiә]
vt.
无意中听到, 偷听"
8698,reel,"[ri:l]
n.
(棉纱, 电线等的)卷轴, (磁带等的)一盘, 旋转, 蹒跚
vt.
卷...于轴上, 使旋转
vi.
蹒跚地走, 旋转, 眩晕, 骚乱, 退缩, 摇晃"
8699,enthusiast,"[in'θju:ziæst]
n.
热心家, 狂热者"
8700,delight,"[di'lait]
n.
快乐, 高兴, 喜悦
v.
(使)高兴, (使)欣喜"
8701,volcanic,"[vɔl'kænik]
adj.
火山的, 象火山的, 猛烈的, 易突然发作的, 爆发的
n.
火山岩"
8702,gracious,"['greiʃәs]
adj.
亲切的, 高尚的"
8703,bargain,"['bɑ:gin]
n.
契约, 合同, 成交商品, 便宜货
v.
议价"
8704,dissatisfaction,"['disˏsætis'fækʃәn]
n.
不满, 不平, 令人不满的事物"
8705,charismatic,"[ˏkæriz'mætik]
adj.
神赐能力的, 超凡魅力的"
8706,thread,"[θred]
n.
线, 细丝, 线索, 思路, 螺纹"
8707,damaged,"adj.
被损坏的"
8708,entertainer,"[entә'teinә(r)]
n.
款待者, 表演娱乐节目的人, 演艺人员"
8709,refrigerate,"[ri'fridʒәreit]
vt.
使冷却, 使变冷, 使清凉, 冷藏"
8710,transparency,"[træns'pєәrәnsi]
n.
透明, 透明度, 幻灯片, 有图案的玻璃"
8711,gold,"[gәuld]
n.
黄金, 金币
adj.
金的, 金制的"
8712,continuum,"[kәn'tinjuәm]
n.
连续统一体, 连续统, 闭联集"
8713,resolve,"[ri'zɔlv]
n.
决心
v.
决心, 决定, 决心要, (使)分解, 溶解, 解决
vt.
解决"
8714,zoning,"['zәuniŋ]
n.
分区制"
8715,nebula,"['nebjulә]
n.
星云, 云翳"
8716,quake,"[kweik]
n.
地震"
8717,guided,"ˊgaidid
adj. 引导的"
8718,exhaust,"[ig'zɔ:st]
vt.
用尽, 耗尽, 抽完, 使精疲力尽
vi.
排气
n.
排气, 排气装置
adj.
用不完的, 不会枯竭的"
8719,diversify,"[dai'vә:sifai]
v.
使多样化, 作多样性的投资"
8720,athletics,"[æθ'letiks]
n.
运动"
8721,overthrow,"[ˏәuvә'θrәu]
n.
推翻, 打倒, 扔得过远得球
vt.
打倒, 推翻, 颠覆"
8722,muffin,"['mʌfin]
n.
松饼"
8723,doctorate,"['dɔktәrit]
n.
博士头衔"
8724,fort,"[fɔ:t]
n.
堡垒, 边界上的贸易站"
8725,drawback,"['drɔ:ˏbæk]
n.
缺点, 障碍, 退还的关税, 退税(指进口货物再出口时退还其进口时的关税)"
8726,dazzling,"['dæzliŋ]
adj.
眼花缭乱的, 耀眼的"
8727,freight,"[freit]
n.
货物, 船货, 运费, 货运
vt.
装货, 使充满, 运送"
8728,stink,"[stiŋk]
v.
发出臭味"
8729,demeanor,"[di'mi:nә]
n.
行为, 风度"
8730,clout,"[klaut]
n.
敲打, 轻叩, 破布
vt.
叩, 敲一下"
8731,rival,"['raivәl]
n.
竞争者, 对手
v.
竞争, 对抗, 相匹敌"
8732,trade-off,"n.
交换, 协定, 交易, 平衡"
8733,reckless,"['reklis]
adj.
不计后果的"
8734,insurgency,"[in'sә:dʒәnsi]
n.
叛乱, 叛乱状态"
8735,ape,"[eip]
n.
猿"
8736,tempting,"['temptiŋ]
adj.
诱惑人的"
8737,glossy,"['glɔsi]
adj.
平滑的, 有光泽的"
8738,grumble,"['grʌmbl]
adj.
抱怨地表示, 嘟囔地说
n.
怨言, 满腹牢骚
vi.
抱怨, 发牢骚, 咕哝, 嘟囔, 隆隆响
vt.
喃喃地说出"
8739,foreground,"['fɔ:graund]
n.
前景, 最显著的位置"
8740,private,"['praivit]
adj.
私人的, 私有的, 私营的, 秘密的
n.
士兵"
8741,influx,"['inflʌks]
n.
流入"
8742,sting,"[stiŋ]
n.
刺, 刺痛, 针刺
v.
刺, 刺痛, 刺激"
8743,announcer,"[ә'naunsә]
n.
广播员, 告知者, 报幕员"
8744,thickness,"['θiknis]
n.
厚度, 浓度, 稠密, (一)层, 混浊"
8745,vengeance,"['vendʒәns]
n.
复仇, 报仇"
8746,salsa,
8747,bacterial,"[bæk'tiәriәl]
adj.
细菌的"
8748,ghetto,"['getәu]
n.
犹太人区"
8749,sprint,"[sprint]
v.
疾跑
美国著名的通讯公司"
8750,mar,"[mɑ:]
v.
弄坏, 毁坏, 损害
n.
损伤, 毁损, 障碍
n.
(Mar) 三月(=March)"
8751,toxin,"['tɔksin]
n.
[生化][生]毒素"
8752,drastically,"adv.
激烈地, 彻底地"
8753,heavyweight,"['heviweit]
n.
特别重的人(或物),最重量级拳击手(或摔交手), 聪明绝顶的人"
8754,terrifying,"极大的, 可怕的"
8755,rooftop,"n.
屋顶"
8756,lighten,"['laitn]
v.
减轻, (使)轻松, (使)发亮, 照"
8757,absorption,"[әb'sɔ:pʃәn]
n.
吸收"
8758,housewife,"['hauswaif]
n.
主妇, 家庭主妇, 针线盒"
8759,apprentice,"[ә'prentis]
n.
学徒
v.
当学徒"
8760,moth,"[mɔθ]
n.
蛾, 蛀虫"
8761,outward,"['autwәd]
adj.
外面的, 外表的, 公开的, 向外的, 外出的
adv.
向外, 在外, 表面上n.外表, 周围世界"
8762,sizable,"['saizәbl]
adj.
相当大的, 大小相当的"
8763,allude,"[ә'lju:d]
vi.
暗指, 影射, 间接提到"
8764,hemisphere,"['hemisfiә]
n.
半球"
8765,handicap,"['hændikæp]
n.
障碍, 阻碍, 障碍赛跑
v.
妨碍, 使不利, 阻碍"
8766,decision-making,"n.
决策
adj.
决策的"
8767,normative,"['nɔ:mәtiv]
adj.
标准化的"
8768,phony,"['fәuni]
adj.
假冒的
n.
假冒者"
8769,furnishings,"['fә:niʃiŋz]
n.
家具,设备, 服饰用品,穿戴用品,室内陈设品"
8770,alternate,"[ɔ:l'tә:nit]
adj.
交替的, 轮流的, 预备的
v.
交替, 轮流, 改变"
8771,catfish,"['kætfiʃ]
n.
鲶鱼"
8772,cavalry,"['kævәlri]
n.
骑兵"
8773,cleric,"['klerik]
n.
牧师, 传教士
adj.
牧师的"
8774,affective,"[ә'fektiv]
adj.
情感的, 表达感情的"
8775,fig,"[fig]
n.
[植]无花果, 无花果树, 无价值的东西, 少许, 一些, 服装
vt.
打扮, 使马跑快"
8776,epic,"['epik]
n.
史诗, 伟大事迹
adj.
英雄的, 壮丽的, 大规模的"
8777,hand-held,"
adj. 手拿的"
8778,rogue,"[rәug]
n.
流氓, 无赖
vt.
欺诈
vi.
流浪, 耍无赖, 游手好闲"
8779,piss,"[pis]
vi.
小便
vt.
撒尿弄湿
n.
小便"
8780,entrepreneurial,
8781,seduce,"[si'dju:s]
v.
诱使"
8782,starving,
8783,amaze,"[ә'meiz]
vt.
使吃惊"
8784,wig,"[wig]
n.
假发"
8785,supernatural,"[ˏsju:pә'nætʃәrәl]
adj.
超自然的, 神奇的
n.
超自然物, 神奇人物, 不可思议的事"
8786,seating,"['si:tiŋ]
n.
(使)就座, 座位数, 座套"
8787,amenities,"n.
令人愉快之事物"
8788,renovate,"['renәuveit]
vt.
革新, 刷新, 修复"
8789,coax,"[kәuks]
v.
哄, 耐心使..."
8790,meteor,"['mi:tjә]
n.
流星, 大气现象"
8791,eh,"[ei]
[域] Western Sahara , 西撒哈拉"
8792,zoom,"[zu:m]
n.
急速上升, 陡直上升, 图象电子放大, 缩放, 嗡嗡声
vi.
突然扩大, 急速上升, 摄象机移动
vt.
使摄象机移动"
8793,shake,"[ʃeik]
v.
摇动, 摇, 颤抖, 震动
n.
摇动, 摇, 颤抖, 震动"
8794,rein,"[rein]
n.
缰绳, 统治, 支配
vt.
以缰绳控制, 统治, 驾驭
vi.
勒住马, 止住"
8795,attest,"[ә'test]
v.
证明"
8796,climber,"['klaimә]
n.
登山者, 攀缘植物"
8797,electorate,"[i'lektәrәt]
n.
选民, 选区, 有选举权者"
8798,mutation,"[mju(:)'teiʃәn]
n.
变化, 转变, 元音变化, (生物物种的)突变"
8799,musical,"['mju:zikәl]
adj.
音乐的, 悦耳的
音乐喜剧"
